Customer ID, INCOME , SAVINGS , DEBT , CLOTHING  , EDUCATION , ENTERTAINMENT , FINES , GAMBLING , GROCERIES , HEALTH , HOUSING , TAX , TRAVEL , UTILITIES , EXPENDITURE , CAT_GAMBLING ,CAT_DEBT,CAT_CREDIT_CARD,CAT_MORTGAGE,CAT_SAVINGS_ACCOUNT,CAT_DEPENDENTS,CREDIT_SCORE,DEFAULT
C97OABQGPA,"$171,333.00 ","$331,244.00 ","$228,444.00 ","$3,732.00 ","$3,861.00 ","$32,277.00 ", $-   , $-   ,"$15,147.00 ","$2,941.00 ","$20,757.00 ","$5,882.00 ","$21,888.00 ","$7,737.00 ","$114,222.00 ", No ,1,0,0,1,0,608,0
C99FK6POVX,"$232,646.00 ","$845,984.00 ","$3,383,936.00 ","$5,919.00 ", $-   ,"$10,112.00 ", $-   , $-   ,"$50,510.00 ","$11,524.00 ","$73,156.00 ","$6,758.00 ","$35,826.00 ","$17,691.00 ","$211,496.00 ", No ,1,1,1,1,1,504,1
C9DKNB4UT7,"$239,586.00 ","$447,227.00 ","$2,315,998.00 ","$11,539.00 ","$4,250.00 ","$16,034.00 ", $-   ,"$9,315.00 ","$17,588.00 ","$3,053.00 ","$22,883.00 ","$6,481.00 ","$60,088.00 ","$8,493.00 ","$159,724.00 ", High ,1,0,0,1,0,603,0
C9F7C456R6,"$50,908.00 ","$576,953.00 ","$16,969.00 ",$446.00 , $-   ,"$7,219.00 ", $-   ,$702.00 ,"$10,038.00 ","$6,253.00 ","$15,023.00 ",$396.00 ,"$13,165.00 ","$3,322.00 ","$56,564.00 ", Low ,1,0,0,1,0,642,0
C9FG5C9IBI,"$87,120.00 ","$78,408.00 ","$383,328.00 ","$9,970.00 ", $-   ,"$18,519.00 ", $-   , $-   ,"$5,824.00 ","$1,799.00 ","$17,426.00 ","$2,524.00 ","$28,010.00 ","$3,048.00 ","$87,120.00 ", No ,1,0,0,1,0,634,0
C9GMY6MGZD, $-   ,"$10,915.00 ","$2,620.00 ", $-   , $-   , $-   , $-   ,$330.00 ,$609.00 ,$106.00 ,$850.00 , $-   , $-   ,$288.00 ,"$2,183.00 ", Low ,1,0,0,1,0,614,1
C9HNM0U3GC,"$4,498.00 ","$4,498.00 ", $-   ,$115.00 ,$286.00 ,"$3,764.00 ", $-   , $-   ,$612.00 , $-   , $-   , $-   ,"$4,220.00 ", $-   ,"$8,997.00 ", No ,0,0,0,1,0,585,0
C9HNMM2A3U,"$34,229.00 ","$205,374.00 ","$13,692.00 ","$1,078.00 ", $-   ,"$4,280.00 ", $-   , $-   ,"$5,221.00 ","$2,049.00 ", $-   ,$220.00 ,"$19,384.00 ","$1,997.00 ","$34,229.00 ", No ,1,0,0,1,0,610,0
C9JIGIU9RO,"$8,917.00 ",$991.00 ,"$7,926.00 ",$505.00 ,"$4,299.00 ","$2,103.00 ", $-   , $-   ,"$2,269.00 ",$242.00 , $-   , $-   , $-   ,$490.00 ,"$9,908.00 ", No ,1,0,0,1,0,594,1
C9N78WR909,"$297,516.00 ","$371,895.00 ","$2,355,335.00 ","$6,633.00 ", $-   ,"$36,855.00 ", $-   , $-   ,"$33,296.00 ","$6,355.00 ","$51,950.00 ","$16,053.00 ","$77,484.00 ","$19,304.00 ","$247,930.00 ", No ,1,1,0,1,0,570,0
C9O6F9NMJJ,"$25,623.00 ","$19,929.00 ","$606,411.00 ","$1,056.00 ", $-   ,"$3,214.00 ", $-   , $-   ,"$4,936.00 ",$856.00 , $-   , $-   ,"$17,428.00 ",$980.00 ,"$28,470.00 ", No ,1,0,0,1,0,435,1
C9PKQ7OMND,"$277,118.00 ","$1,408,685.00 ","$3,972,030.00 ","$8,739.00 ","$35,188.00 ","$9,491.00 ", $-   ,"$3,026.00 ","$67,207.00 ","$19,733.00 ", $-   ,"$7,155.00 ","$61,591.00 ","$18,802.00 ","$230,932.00 ", High ,1,1,0,1,1,509,1
C9Q9P5YQZN,"$335,323.00 ","$1,005,970.00 ","$2,630,998.00 ","$10,586.00 ","$8,019.00 ","$30,312.00 ", $-   ,"$15,244.00 ","$32,543.00 ","$11,778.00 ", $-   ,"$13,350.00 ","$120,045.00 ","$16,064.00 ","$257,941.00 ", High ,1,1,0,1,0,524,1
C9S85IT603,"$457,662.00 ","$1,725,035.00 ","$1,372,987.00 ","$33,073.00 ", $-   ,"$36,165.00 ", $-   , $-   ,"$47,367.00 ","$10,138.00 ","$51,366.00 ","$14,551.00 ","$140,276.00 ","$19,112.00 ","$352,048.00 ", No ,1,1,1,1,0,531,1
C9URBMKDNN,"$77,877.00 ","$474,340.00 ","$1,330,984.00 ","$1,436.00 ","$16,114.00 ","$4,358.00 ", $-   ,"$1,513.00 ","$29,555.00 ","$5,683.00 ", $-   ,"$3,559.00 ", $-   ,"$8,579.00 ","$70,797.00 ", High ,1,1,0,1,1,479,1
C9V3IFK8A3,"$263,264.00 ","$702,038.00 ","$658,161.00 ","$30,806.00 ","$6,526.00 ","$26,679.00 ", $-   , $-   ,"$29,993.00 ","$15,595.00 ", $-   ,"$9,069.00 ","$87,627.00 ","$13,092.00 ","$219,387.00 ", No ,1,1,0,1,0,582,1
C9WHRI9RSA,"$74,949.00 ","$119,918.00 ","$112,424.00 ","$4,032.00 ", $-   ,"$17,379.00 ", $-   ,"$8,426.00 ","$4,617.00 ","$1,707.00 ","$16,209.00 ","$2,348.00 ","$17,429.00 ","$2,802.00 ","$74,949.00 ", High ,1,0,0,1,0,636,0
C9YTQY71MH,"$16,800.00 ","$4,800.00 ", $-   ,$242.00 ,$479.00 ,"$6,403.00 ", $-   , $-   ,"$1,174.00 ", $-   , $-   , $-   ,"$15,702.00 ", $-   ,"$24,000.00 ", No ,0,0,0,1,0,639,0
C9Z0YK6B93,"$11,722.00 ","$5,210.00 ","$302,180.00 ","$1,357.00 ", $-   ,"$2,726.00 ", $-   , $-   ,"$4,418.00 ","$1,053.00 ","$2,654.00 ", $-   , $-   ,$817.00 ,"$13,025.00 ", No ,1,0,0,1,0,385,0
CA2D29ME3B,"$318,618.00 ","$568,960.00 ","$1,957,222.00 ","$6,017.00 ","$10,096.00 ","$38,289.00 ", $-   , $-   ,"$36,330.00 ","$16,769.00 ", $-   ,"$13,993.00 ","$85,909.00 ","$20,181.00 ","$227,584.00 ", No ,1,1,0,1,0,640,0
CA2LQZSA6N,"$115,157.00 ","$967,319.00 ","$426,081.00 ","$5,972.00 ","$25,562.00 ","$9,133.00 ", $-   , $-   ,"$52,793.00 ","$3,271.00 ", $-   ,"$4,736.00 ", $-   ,"$13,690.00 ","$115,157.00 ", No ,1,0,0,1,1,612,0
CA343SCAZG,"$26,519.00 ","$222,760.00 ","$45,082.00 ",$652.00 , $-   ,"$3,279.00 ", $-   ,$338.00 ,"$3,659.00 ","$2,131.00 ","$6,796.00 ",$180.00 ,"$7,988.00 ","$1,496.00 ","$26,519.00 ", Low ,1,0,0,1,0,668,0
CA7C7MGB4R, $-   ,"$1,059.00 ","$1,177.00 ", $-   , $-   , $-   , $-   ,$199.00 ,$334.00 ,$30.00 ,$450.00 , $-   , $-   ,$164.00 ,"$1,177.00 ", Low ,1,0,0,1,0,591,1
CA7N830VTX,"$89,368.00 ","$121,866.00 ","$308,727.00 ","$8,328.00 ", $-   ,"$22,986.00 ", $-   , $-   ,"$5,491.00 ","$2,216.00 ", $-   ,"$2,030.00 ","$37,521.00 ","$2,672.00 ","$81,244.00 ", No ,1,0,0,1,0,609,1
CA95XAQOJ1,"$265,243.00 ","$682,052.00 ","$1,989,320.00 ","$17,317.00 ", $-   ,"$27,953.00 ", $-   , $-   ,"$30,161.00 ","$9,804.00 ", $-   ,"$12,153.00 ","$77,471.00 ","$14,600.00 ","$189,459.00 ", No ,1,0,0,1,0,552,0
CA9HZRMSGS,"$216,406.00 ","$613,149.00 ","$1,677,143.00 ","$2,534.00 ","$34,248.00 ","$9,346.00 ", $-   , $-   ,"$68,365.00 ","$7,935.00 ", $-   ,"$7,638.00 ","$31,887.00 ","$18,385.00 ","$180,338.00 ", No ,1,1,0,1,1,625,0
CABRK0ZO7Z,"$233,050.00 ","$563,203.00 ","$1,301,194.00 ","$4,303.00 ","$37,863.00 ","$13,532.00 ", $-   , $-   ,"$94,250.00 ","$16,492.00 ", $-   ,"$7,682.00 ", $-   ,"$20,086.00 ","$194,208.00 ", No ,1,1,0,1,1,562,0
CABV32P9HO,"$37,159.00 ","$598,676.00 ","$24,773.00 ","$1,352.00 ", $-   ,"$7,326.00 ", $-   , $-   ,"$8,319.00 ","$4,978.00 ", $-   ,$396.00 ,"$15,586.00 ","$3,331.00 ","$41,288.00 ", No ,1,0,0,1,0,633,0
CABZ7TDSKM,"$82,169.00 ","$664,821.00 ","$112,048.00 ",$941.00 , $-   ,"$9,510.00 ", $-   , $-   ,"$9,917.00 ","$7,704.00 ","$19,614.00 ",$473.00 ,"$22,194.00 ","$4,346.00 ","$74,699.00 ", No ,1,0,1,1,0,665,0
CADDTU079K,"$145,146.00 ","$261,263.00 ","$769,274.00 ","$12,976.00 ", $-   ,"$25,488.00 ", $-   ,"$11,372.00 ","$8,705.00 ","$1,511.00 ","$24,187.00 ","$3,211.00 ","$53,501.00 ","$4,195.00 ","$145,146.00 ", High ,1,0,1,1,0,581,1
CADX5PJRJV,"$9,045.00 ","$7,538.00 ", $-   ,$178.00 ,$369.00 ,"$4,817.00 ", $-   , $-   ,$754.00 , $-   , $-   , $-   ,"$8,957.00 ", $-   ,"$15,075.00 ", No ,0,0,0,1,0,615,0
CAE4RF9RY4,"$284,497.00 ","$386,103.00 ","$2,154,047.00 ","$13,745.00 ","$5,523.00 ","$20,855.00 ", $-   ,"$8,537.00 ","$27,177.00 ","$9,061.00 ", $-   ,"$8,398.00 ","$98,874.00 ","$11,042.00 ","$203,212.00 ", High ,1,1,0,1,0,583,0
CAERRA1A3I,"$54,349.00 ","$76,089.00 ","$293,485.00 ","$8,491.00 ","$4,059.00 ","$12,516.00 ", $-   , $-   ,"$4,178.00 ",$726.00 , $-   ,"$1,680.00 ","$20,684.00 ","$2,015.00 ","$54,349.00 ", No ,1,1,0,1,0,578,1
CAFC8DV0ZR,"$97,870.00 ","$156,593.00 ","$861,260.00 ","$4,931.00 ","$3,086.00 ","$15,192.00 ", $-   , $-   ,"$12,182.00 ","$1,762.00 ","$16,723.00 ","$5,168.00 ", $-   ,"$6,203.00 ","$65,247.00 ", No ,1,1,1,1,0,560,1
CAHCN8ZHWP,"$169,469.00 ","$550,774.00 ","$734,365.00 ","$10,624.00 ", $-   ,"$30,594.00 ", $-   , $-   ,"$25,553.00 ","$2,139.00 ","$43,026.00 ","$13,295.00 ", $-   ,"$15,993.00 ","$141,224.00 ", No ,1,1,0,1,0,636,0
CAJISKKBGT,"$70,683.00 ","$113,093.00 ","$332,210.00 ","$6,092.00 ", $-   ,"$14,224.00 ",$114.00 , $-   ,"$4,827.00 ","$1,401.00 ","$13,424.00 ","$1,782.00 ","$26,469.00 ","$2,350.00 ","$70,683.00 ", No ,1,0,0,1,0,591,0
CAKL6GOL0Y,"$27,213.00 ","$356,490.00 ","$24,492.00 ","$1,094.00 ", $-   ,"$4,101.00 ", $-   , $-   ,"$4,976.00 ","$4,023.00 ", $-   ,$227.00 ,"$10,922.00 ","$1,870.00 ","$27,213.00 ", No ,1,0,0,1,0,615,0
CAL2LW3RG3,"$97,627.00 ","$48,814.00 ","$859,118.00 ","$8,148.00 ", $-   ,"$31,345.00 ", $-   ,"$15,934.00 ","$8,173.00 ",$936.00 , $-   ,"$4,177.00 ","$23,893.00 ","$5,021.00 ","$97,627.00 ", High ,1,0,0,1,0,550,0
CAL4GSGB2J,"$55,889.00 ","$430,345.00 ","$5,589.00 ","$2,553.00 ", $-   ,"$6,801.00 ", $-   ,$570.00 ,"$8,735.00 ","$6,061.00 ", $-   ,$341.00 ,"$27,661.00 ","$3,167.00 ","$55,889.00 ", Low ,1,0,0,1,0,632,0
CAL6KK505C,"$45,259.00 ","$457,116.00 ","$58,837.00 ","$1,540.00 ", $-   ,"$5,699.00 ", $-   , $-   ,"$6,968.00 ","$4,104.00 ","$11,820.00 ",$286.00 ,"$12,219.00 ","$2,623.00 ","$45,259.00 ", No ,1,0,0,1,0,646,0
CAMAA1DYZP,"$197,676.00 ","$303,103.00 ","$803,882.00 ","$7,585.00 ", $-   ,"$34,349.00 ", $-   ,"$19,140.00 ","$34,646.00 ","$4,542.00 ", $-   ,"$13,659.00 ", $-   ,"$17,863.00 ","$131,784.00 ", High ,1,0,0,1,0,643,1
CAOV8CXXHQ,"$48,536.00 ","$281,509.00 ","$97,072.00 ","$1,332.00 ", $-   ,"$8,838.00 ",$147.00 , $-   ,"$10,844.00 ","$7,420.00 ", $-   ,$480.00 ,"$15,411.00 ","$4,064.00 ","$48,536.00 ", No ,1,0,0,1,0,614,0
CAPI8ENH8A,"$345,362.00 ","$518,043.00 ","$3,379,612.00 ","$22,163.00 ", $-   ,"$35,303.00 ", $-   , $-   ,"$38,116.00 ","$13,330.00 ", $-   ,"$11,506.00 ","$107,765.00 ","$18,504.00 ","$246,687.00 ", No ,1,1,0,1,0,560,0
CAPY7RIEN6,"$137,264.00 ","$846,464.00 ","$1,967,456.00 ","$5,460.00 ", $-   ,"$7,724.00 ", $-   , $-   ,"$40,976.00 ","$8,756.00 ", $-   ,"$4,032.00 ","$36,855.00 ","$10,584.00 ","$114,387.00 ", No ,1,1,0,1,1,506,0
CAQ4MBNAJJ,"$191,412.00 ","$462,579.00 ","$797,550.00 ","$5,740.00 ","$5,312.00 ","$20,205.00 ", $-   , $-   ,"$21,152.00 ","$6,917.00 ", $-   ,"$8,110.00 ","$81,408.00 ","$10,666.00 ","$159,510.00 ", No ,1,0,0,1,0,617,0
CAQ5MEZ4HG,"$351,377.00 ","$849,161.00 ","$4,743,587.00 ","$7,417.00 ","$28,605.00 ","$7,685.00 ", $-   ,"$2,459.00 ","$73,706.00 ","$15,634.00 ","$62,691.00 ","$5,790.00 ","$73,691.00 ","$15,136.00 ","$292,814.00 ", High ,1,1,1,1,1,510,0
CAQBAEH69B,"$34,093.00 ","$288,244.00 ","$58,889.00 ","$1,407.00 ", $-   ,"$6,109.00 ", $-   , $-   ,"$8,075.00 ","$2,397.00 ", $-   ,$336.00 ,"$9,845.00 ","$2,825.00 ","$30,994.00 ", No ,1,0,0,1,0,619,1
CAR5CDVB8D,"$95,836.00 ","$139,398.00 ","$270,084.00 ","$13,635.00 ","$4,383.00 ","$13,295.00 ", $-   ,"$5,997.00 ","$5,423.00 ","$1,963.00 ", $-   ,"$1,824.00 ","$38,406.00 ","$2,198.00 ","$87,124.00 ", High ,1,0,0,1,0,587,0
CARNE55YT1,"$140,301.00 ","$739,767.00 ","$2,270,319.00 ","$2,620.00 ","$15,290.00 ","$4,147.00 ", $-   ,"$1,309.00 ","$31,543.00 ","$3,868.00 ","$33,603.00 ","$3,387.00 ","$23,635.00 ","$8,144.00 ","$127,546.00 ", High ,1,0,1,1,1,483,1
CASB0EDEAX,"$57,832.00 ","$86,748.00 ","$439,523.00 ","$10,890.00 ","$3,054.00 ","$9,308.00 ", $-   , $-   ,"$3,220.00 ","$1,218.00 ", $-   ,$848.00 ,"$27,770.00 ","$1,524.00 ","$57,832.00 ", No ,1,1,0,1,0,537,0
CAVGMAGIW9,"$322,478.00 ","$996,751.00 ","$2,755,723.00 ","$12,221.00 ","$9,370.00 ","$35,237.00 ", $-   ,"$14,857.00 ","$32,930.00 ","$8,040.00 ","$50,445.00 ","$12,991.00 ","$98,390.00 ","$18,681.00 ","$293,162.00 ", High ,1,1,1,1,0,562,0
CB0ML6DBP2,"$414,704.00 ","$452,405.00 ","$791,708.00 ","$22,159.00 ","$10,243.00 ","$38,530.00 ", $-   , $-   ,"$48,189.00 ","$19,166.00 ","$54,808.00 ","$15,526.00 ","$148,050.00 ","$20,333.00 ","$377,004.00 ", No ,1,1,1,1,0,577,1
CB1P9KYNCA,"$160,629.00 ","$219,039.00 ","$496,488.00 ","$11,864.00 ","$4,858.00 ","$18,483.00 ", $-   , $-   ,"$19,999.00 ","$5,796.00 ", $-   ,"$7,393.00 ","$67,951.00 ","$9,682.00 ","$146,026.00 ", No ,1,0,0,1,0,622,0
CB1TI72N5B,"$66,682.00 ","$666,820.00 ","$54,558.00 ","$2,181.00 ", $-   ,"$4,692.00 ", $-   ,$453.00 ,"$7,937.00 ","$8,704.00 ","$9,709.00 ",$210.00 ,"$24,568.00 ","$2,166.00 ","$60,620.00 ", Low ,1,1,0,1,0,613,0
CB1TUY9VRQ,"$44,190.00 ","$253,090.00 ","$40,173.00 ","$1,909.00 ", $-   ,"$3,991.00 ", $-   ,$397.00 ,"$5,882.00 ","$5,817.00 ", $-   ,$216.00 ,"$20,107.00 ","$1,854.00 ","$40,173.00 ", Low ,1,0,0,1,0,613,0
CB28612QXA,"$7,587.00 ","$3,035.00 ", $-   ,$26.00 , $-   ,"$2,684.00 ", $-   , $-   ,$335.00 , $-   , $-   , $-   ,"$4,542.00 ", $-   ,"$7,587.00 ", No ,0,0,0,1,0,691,0
CB3H4NFHL2,"$151,294.00 ","$272,329.00 ","$1,149,834.00 ","$10,640.00 ","$8,239.00 ","$34,370.00 ", $-   ,"$15,465.00 ","$8,448.00 ","$1,480.00 ","$23,592.00 ","$3,416.00 ","$41,549.00 ","$4,095.00 ","$151,294.00 ", High ,1,1,1,1,0,523,1
CB4Z08TICT,"$283,687.00 ","$894,706.00 ","$1,920,345.00 ","$10,255.00 ", $-   ,"$36,830.00 ", $-   ,"$20,627.00 ","$36,866.00 ","$15,657.00 ", $-   ,"$12,167.00 ","$66,245.00 ","$19,574.00 ","$218,221.00 ", High ,1,1,0,1,0,629,0
CB5VXZMSK0,"$201,724.00 ","$161,380.00 ","$322,759.00 ","$11,575.00 ", $-   ,"$14,698.00 ", $-   , $-   ,"$15,669.00 ","$5,447.00 ","$20,397.00 ","$6,302.00 ","$52,812.00 ","$7,583.00 ","$134,483.00 ", No ,1,0,0,1,0,661,0
CB602S9XK3,"$45,687.00 ","$18,275.00 ","$260,416.00 ","$2,026.00 ", $-   ,"$9,137.00 ",$200.00 , $-   ,"$2,565.00 ","$1,160.00 ","$8,629.00 ","$1,144.00 ","$19,327.00 ","$1,499.00 ","$45,687.00 ", No ,1,0,1,1,0,601,0
CB822FJJYE,"$28,413.00 ","$207,415.00 ","$31,254.00 ",$742.00 , $-   ,"$3,464.00 ", $-   , $-   ,"$4,219.00 ","$1,955.00 ","$7,153.00 ",$176.00 ,"$9,116.00 ","$1,588.00 ","$28,413.00 ", No ,1,0,0,1,0,632,0
CB8EOHQ9AE,"$73,455.00 ","$609,676.00 ","$29,382.00 ","$3,062.00 ", $-   ,"$6,129.00 ", $-   , $-   ,"$9,321.00 ","$6,491.00 ","$12,818.00 ",$336.00 ,"$32,457.00 ","$2,841.00 ","$73,455.00 ", No ,1,0,1,1,0,632,0
CB8XYEFHHU,"$163,754.00 ","$595,468.00 ","$774,108.00 ","$7,348.00 ", $-   ,"$22,589.00 ", $-   ,"$13,251.00 ","$20,386.00 ","$7,520.00 ", $-   ,"$8,248.00 ","$57,628.00 ","$11,897.00 ","$148,867.00 ", High ,1,0,0,1,0,621,0
CB9HPU1U8F,"$28,638.00 ","$9,546.00 ","$712,768.00 ","$1,658.00 ","$7,217.00 ","$3,323.00 ", $-   , $-   ,"$4,195.00 ","$1,062.00 ", $-   , $-   ,"$13,542.00 ",$823.00 ,"$31,820.00 ", No ,1,0,0,1,0,433,1
CBCIBTTWEJ,"$187,322.00 ","$280,983.00 ","$974,074.00 ","$17,152.00 ","$9,472.00 ","$42,172.00 ", $-   , $-   ,"$11,028.00 ","$5,697.00 ","$26,937.00 ","$3,902.00 ","$66,263.00 ","$4,699.00 ","$187,322.00 ", No ,1,1,1,1,0,614,0
CBGF0XQ0RF,"$42,272.00 ","$295,903.00 ","$46,115.00 ","$1,304.00 ", $-   ,"$7,415.00 ", $-   , $-   ,"$8,434.00 ","$2,269.00 ", $-   ,$374.00 ,"$15,187.00 ","$3,446.00 ","$38,429.00 ", No ,1,1,0,1,0,644,0
CBHHJLCYXX,"$77,586.00 ","$108,620.00 ","$15,517.00 ","$9,922.00 ","$6,629.00 ","$20,250.00 ", $-   , $-   ,"$6,513.00 ","$2,488.00 ", $-   ,"$2,754.00 ","$25,720.00 ","$3,310.00 ","$77,586.00 ", No ,1,0,0,1,0,667,0
CBHHOY8HG9,"$413,364.00 ","$1,526,266.00 ","$2,162,210.00 ","$27,333.00 ","$8,681.00 ","$39,573.00 ", $-   , $-   ,"$36,036.00 ","$14,544.00 ","$46,805.00 ","$14,460.00 ","$113,135.00 ","$17,405.00 ","$317,972.00 ", No ,1,1,1,1,0,738,0
CBJTN577H5,"$267,668.00 ","$2,052,124.00 ","$3,479,689.00 ","$13,779.00 ", $-   ,"$14,092.00 ", $-   , $-   ,"$84,193.00 ","$15,749.00 ", $-   ,"$6,632.00 ","$69,529.00 ","$19,083.00 ","$223,057.00 ", No ,1,1,0,1,1,489,0
CBK5VLKIOY,"$111,944.00 ","$89,555.00 ","$447,776.00 ","$9,345.00 ", $-   ,"$20,390.00 ", $-   , $-   ,"$7,637.00 ","$1,757.00 ","$19,057.00 ","$2,760.00 ","$47,668.00 ","$3,330.00 ","$111,944.00 ", No ,1,0,0,1,0,613,0
CBKEB9MO3L, $-   ,"$9,984.00 ","$35,277.00 ", $-   , $-   , $-   , $-   ,$597.00 ,$737.00 ,$140.00 ,"$1,566.00 ", $-   ,"$3,069.00 ",$547.00 ,"$6,656.00 ", Low ,1,0,0,1,0,585,1
CBKM68YY16, $-   ,"$58,340.00 ","$137,099.00 ", $-   , $-   , $-   , $-   , $-   ,"$1,023.00 ",$211.00 ,"$1,524.00 ", $-   ,"$11,296.00 ",$531.00 ,"$14,585.00 ", No ,1,0,0,1,0,523,1
CBKP0LMEQM,"$8,105.00 ","$3,684.00 ","$121,572.00 ",$578.00 , $-   ,"$2,239.00 ", $-   , $-   ,"$2,205.00 ",$340.00 ,"$1,530.00 ", $-   , $-   ,$476.00 ,"$7,368.00 ", No ,1,0,0,1,0,500,0
CBNH5GV723,"$3,908.00 ","$2,442.00 ", $-   ,$116.00 ,$292.00 ,"$3,853.00 ", $-   , $-   ,$624.00 , $-   , $-   , $-   , $-   , $-   ,"$4,885.00 ", No ,0,0,0,1,0,692,0
CBOT10T28T,"$239,089.00 ","$2,021,392.00 ","$2,325,688.00 ","$4,204.00 ", $-   ,"$10,081.00 ", $-   , $-   ,"$61,894.00 ","$11,559.00 ","$66,134.00 ","$6,664.00 ","$40,763.00 ","$16,055.00 ","$217,354.00 ", No ,1,1,1,1,1,575,0
CBPG6O9FF3,"$31,453.00 ","$182,427.00 ","$25,162.00 ","$2,078.00 ", $-   ,"$7,573.00 ",$68.00 , $-   ,"$9,250.00 ","$8,629.00 ", $-   ,$381.00 , $-   ,"$3,474.00 ","$31,453.00 ", No ,1,0,0,1,0,608,0
CBS3CV5OMO,"$175,693.00 ","$223,609.00 ","$910,410.00 ","$4,652.00 ", $-   ,"$30,886.00 ", $-   ,"$16,990.00 ","$9,019.00 ","$3,249.00 ","$29,000.00 ","$3,851.00 ","$57,030.00 ","$5,044.00 ","$159,721.00 ", High ,1,0,1,1,0,605,1
CBS5XYXH6M,"$57,696.00 ","$814,159.00 ","$70,518.00 ","$1,637.00 ", $-   ,"$13,047.00 ", $-   , $-   ,"$10,898.00 ","$7,678.00 ", $-   ,$451.00 ,"$26,284.00 ","$4,112.00 ","$64,107.00 ", No ,1,0,0,1,0,625,0
CBTLDH9WAR,"$28,637.00 ","$359,555.00 ","$50,910.00 ","$1,079.00 ", $-   ,"$5,286.00 ", $-   ,$506.00 ,"$5,596.00 ","$4,078.00 ", $-   ,$264.00 ,"$12,632.00 ","$2,378.00 ","$31,819.00 ", Low ,1,0,0,1,0,641,0
CBU30B9V0J,"$34,166.00 ","$454,408.00 ","$30,749.00 ",$416.00 , $-   ,"$4,612.00 ", $-   , $-   ,"$5,762.00 ","$3,989.00 ", $-   ,$252.00 ,"$16,978.00 ","$2,157.00 ","$34,166.00 ", No ,1,0,0,1,0,633,0
CBW3N5ZEVZ,"$109,418.00 ","$415,788.00 ","$1,509,968.00 ","$3,033.00 ","$13,596.00 ","$3,673.00 ", $-   , $-   ,"$28,557.00 ","$4,009.00 ","$29,967.00 ","$3,019.00 ","$16,310.00 ","$7,254.00 ","$109,418.00 ", No ,1,0,0,1,1,532,0
CBX5SDQKPP,"$64,713.00 ","$605,949.00 ","$58,830.00 ","$3,405.00 ", $-   ,"$13,505.00 ", $-   ,$832.00 ,"$11,445.00 ","$5,508.00 ","$19,383.00 ",$469.00 , $-   ,"$4,283.00 ","$58,830.00 ", Low ,1,0,0,1,0,616,0
CBZMVBD57Z,"$235,128.00 ","$1,763,460.00 ","$2,069,126.00 ","$8,697.00 ", $-   ,"$12,928.00 ", $-   , $-   ,"$89,531.00 ","$12,510.00 ", $-   ,"$6,530.00 ","$86,153.00 ","$18,779.00 ","$235,128.00 ", No ,1,0,0,1,1,522,0
CBZQ1WNXF1,"$13,863.00 ","$1,540.00 ","$46,209.00 ","$2,582.00 ", $-   ,"$3,456.00 ", $-   ,"$1,382.00 ","$5,479.00 ","$1,446.00 ", $-   , $-   , $-   ,"$1,058.00 ","$15,403.00 ", High ,1,0,0,1,0,609,1
CC0626P1M3,"$21,592.00 ","$11,777.00 ","$213,956.00 ",$328.00 ,"$5,879.00 ","$2,200.00 ", $-   ,$870.00 ,"$2,671.00 ",$376.00 , $-   , $-   ,"$6,631.00 ",$674.00 ,"$19,629.00 ", Low ,1,0,0,1,0,550,0
CC0G91G0EE,"$306,207.00 ","$437,438.00 ","$2,427,781.00 ","$7,514.00 ", $-   ,"$34,158.00 ", $-   ,"$13,557.00 ","$29,535.00 ","$6,864.00 ", $-   ,"$9,415.00 ","$105,346.00 ","$12,330.00 ","$218,719.00 ", High ,1,1,0,1,0,593,1
CC2574VB21,"$50,580.00 ","$13,795.00 ","$335,669.00 ","$1,506.00 ","$11,076.00 ","$6,976.00 ", $-   ,"$1,555.00 ","$5,900.00 ","$1,078.00 ", $-   , $-   ,"$16,618.00 ","$1,273.00 ","$45,982.00 ", High ,1,0,0,1,0,538,0
CC2U93ZVSL,"$10,602.00 ","$5,301.00 ", $-   ,$91.00 ,$331.00 ,"$4,347.00 ", $-   , $-   ,$583.00 , $-   , $-   , $-   ,"$5,250.00 ", $-   ,"$10,602.00 ", No ,0,0,0,1,0,667,0
CC2VJU4FQP,"$7,710.00 ","$3,084.00 ", $-   ,$199.00 ,$350.00 ,"$6,337.00 ", $-   , $-   ,$824.00 , $-   , $-   , $-   , $-   , $-   ,"$7,710.00 ", No ,0,0,0,1,0,581,1
CC32QRSL0U,"$16,330.00 ","$195,955.00 ","$7,258.00 ","$1,112.00 ", $-   ,"$2,257.00 ", $-   , $-   ,"$2,980.00 ","$2,152.00 ", $-   ,$110.00 ,"$8,503.00 ","$1,030.00 ","$18,144.00 ", No ,1,0,0,1,0,621,0
CC348SCIOZ,"$302,627.00 ","$259,394.00 ","$2,075,155.00 ","$21,135.00 ","$5,906.00 ","$22,178.00 ", $-   , $-   ,"$25,843.00 ","$11,629.00 ","$31,817.00 ","$9,830.00 ","$76,000.00 ","$11,824.00 ","$216,162.00 ", No ,1,0,1,1,0,630,0
CC3CCMZ8GM, $-   ,"$33,317.00 ","$31,298.00 ", $-   , $-   , $-   , $-   ,$327.00 ,$755.00 ,$63.00 ,"$1,036.00 ", $-   ,"$7,554.00 ",$361.00 ,"$10,096.00 ", Low ,1,0,0,1,0,533,0
